library	estimator	T	N	order	time
HOI_toolbox	GC	1000	30	3	2.027735710144043
HOI_toolbox	GC	1000	30	4	14.930813312530518
HOI_toolbox	GC	1000	30	5	105.90822625160217
HOI_toolbox	GC	1000	30	6	595.9096138477325
HOI_toolbox	GC	1000	30	7	4310.079591989517
HOI_toolbox	GC	1000	30	8	14116.645001888275
